ประทับเวลา,ประเภทของร้านค้า,ราคาขายเฉลี่ยต่อแก้ว (บาท)  / กรอกตัวเลข,ปริมาณที่ขายได้ต่อแก้วในแต่ละวัน / กรอกตัวเลข  *,ลักษณะการซื้อไซรัปของท่าน เป็นแบบใด,ช่วงราคาไซรัปเฉลี่ยต่อขวดที่เหมาะสมอยู่ที่ช่วงใด / ให้เลือก 2 ข้อ ต่ำสุด และราคาสูงสุด หากเลือกอื่นๆ ให้ระบุเป็นตัวเลข,ร้านค้าออนไลน์ร้านใดที่ท่านซื้อไซรัป /ตอบได้หลายข้อ,ร้านค้าออฟไลน์ร้านใดที่ท่านซื้อไซรัป / ตอบได้หลายข้อ,เพราะอะไรถึงซื้อที่นั่น / ตอบได้หลายข้อ,ซื้อแบรนด์ไหนเป็นหลัก /เลือก 2 อันดับ,อิทธิพลต่อการตัดสินใจซื้อ /เลือกได้หลายข้อ,หากมีพรีเซนเตอร์เป็น LGBTQ คุณอยากให้เป็นคนกลุ่มไหน,ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [รสชาติ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [กลิ่น],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ราคา],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ขนาดและปริมาณต่อขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความแข็งแรงของขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความเข้มข้น],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [สี],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสะดวกในการใช้ เช่น เท ปั้ม ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสะดวกในการตวง วัด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การบอกขั้นตอนการใช้งาน],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การให้ข้อมูลผลิตภัณฑ์ เช่นส่วนผสม],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [จำนวนวันหมดอายุ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสวยงามของขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การออกแบบกลิ่น/รสใหม่ๆ],ข้อเสนอแนะอื่นๆ  ,เส้นทางสำรวจ,ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ (รสชาติ),,อิทธิพลต่อการตัดสินใจซื้อ [-	PC (พนักงานขาย)],อิทธิพลต่อการตัดสินใจซื้อ [-	ชื่อเสียงของร้านที่ซื้อ],อิทธิพลต่อการตัดสินใจซื้อ [-	บรรจุภัณฑ์สวย],อิทธิพลต่อการตัดสินใจซื้อ [-	ทดลองชิม],อิทธิพลต่อการตัดสินใจซื้อ [-	ป้ายโฆษณา],อิทธิพลต่อการตัดสินใจซื้อ [-	TV],อิทธิพลต่อการตัดสินใจซื้อ [-	social media (3 อันดับ)],อิทธิพลต่อการตัดสินใจซื้อ [-	อินฟลู],อิทธิพลต่อการตัดสินใจซื้อ [-	ลูกค้า (ปากต่อปาก)],อิทธิพลต่อการตัดสินใจซื้อ [PC (พนักงานขาย)],อิทธิพลต่อการตัดสินใจซื้อ [ชื่อเสียงของร้านที่ซื้อ],อิทธิพลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์สวย],อิทธิพลต่อการตัดสินใจซื้อ [ทดลองชิม],อิทธิพลต่อการตัดสินใจซื้อ [ป้ายโฆษณา],อิทธิพลต่อการตัดสินใจซื้อ [TV],อิทธิพลต่อการตัดสินใจซื้อ [social media (3 อันดับ)],อิทธิพลต่อการตัดสินใจซื้อ [อินฟลู],อิทธิพลต่อการตัดสินใจซื้อ [ลูกค้า (ปากต่อปาก)],คำถามไม่ระบุชื่อ
5/9/2024 14:35:46,ไม่มีแบรนด์,25,15,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",หาซื้อได้ง่ายมีขายตามร้านทั่วไป,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้มีเนื้อผลไม้มากกว่านี้และกลิ่นสีรสชาติใกล้เคียงเหมือนกับผลไม้ของจริง,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 14:45:17,ไม่มีแบรนด์,50,2,ซื้อเป็นขวด,"50, 60","Shopee, Makro online",Makro,"เดินทางสะดวกร้านใกล้บ้าน, เปรียบเทียบราคา","ติ่งฟง, เฮลบูบอย",ทดลองชิม,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 14:58:36,ไม่มีแบรนด์,35,15,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เน้นราคาถูกมากกว่านี้,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 15:18:28,มีแบรนด์,35-65,5,ซื้อเป็นขวด,85,"Shopee, Lazada",ออนไลน์,"ไม่ต้องเดินทาง (Online), ราคาถูก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม)","ติ่งฟง, ลองบีช, Senorita","PC (พนักงานขาย), ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้แถมหัวปั๊มเพื่อการใช้ให้สะดวกขึ้น,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 16:08:52,ไม่มีแบรนด์,30-35,10,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย","ทดลองชิม, ลูกค้า (ปากต่อปาก)",ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ขอเน้นในเรื่องน้ำส้มอยากให้มีรสชาติที่เปรี้ยวมากกว่าหวานลูกค้าแจ้งว่ารสชาติส้มไม่เหมือนจริง,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/10/2024 10:15:26,ไม่มีแบรนด์,35,5,ซื้อเป็นขวด,75,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","เฟรชชี่, ติ่งฟง, เฮลบูบอย, ลองบีช",ความเข้มข้นได้,ไม่มีความคิดเห็น,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากได้ของแถมเป็นจุกฝาปั๊ม,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 10:53:00,มีแบรนด์,30,5,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช, Mornington ","ทดลองชิม, ใช้มานานแล้ว",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,เน้นควาสวยงามของขวดและใช้งานง่ายเน้นหัวปั๊มยิ่งดี,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 10:58:00,มีแบรนด์,65-75,10,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ลองบีช, อื่นๆ",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากแถมหัวปั๊ม,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 11:29:12,ไม่มีแบรนด์,25-30,15,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากได้ฝาที่เป็นแบบบีบออกเหมือนซอสเลยไม่ต้องปิดเปิดในรูปแบบหมุน,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 11:57:13,ไม่มีแบรนด์,20,5,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, โปรโมทชั่น (ลด แจก แถม)","ติ่งฟง, เฮลบูบอย",ทดลองชิม,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 12:09:42,ไม่มีแบรนด์,30-35,15,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย","ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 12:21:18,ไม่มีแบรนด์,25,15,ซื้อเป็นขวด,65,Makro online,Makro,"ไม่ต้องเดินทาง (Online), ราคาถูก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",ใช้แบรนด์นี้มานานแล้วถ้าเกิดวันนึงมีพรีเซ็นเตอร์หน้าขวดพี่อยากให้เป็นผู้หญิงหรือผู้ชายดีคะ,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,อยากให้พัฒนาเรื่องรูปลักษณ์ของขวดให้สวยมากกว่านี้และการใช้งานง่ายมากกว่านี้ค่ะ,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 12:34:54,ไม่มีแบรนด์,25,10,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช",หาซื้อง่าย,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 12:49:58,มีแบรนด์,25,10,ซื้อเป็นขวด,80,"Lazada, Big C online",ออนไลน์,"ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ส่งฟรี","ติ่งฟง, เฮลบูบอย, ลิน","ทดลองชิม, ถูกปากลูกค้าหาซื้อง่าย",ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากได้ขวดในรูปแบบที่ไม่กินพื้นที่หยิบจัดหยิบจับถนัดมือไม่หลุดมือง่าย,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 13:18:03,มีแบรนด์,25,10,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม)","ติ่งฟง, เฮลบูบอย, ลองบีช, Senorita ",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 13:58:18,มีแบรนด์,60,5,ซื้อเป็นขวด,80,"Shopee, Makro online",Makro,ไม่ต้องเดินทาง (Online),"ติ่งฟง, ลองบีช",ทดลองชิม,ไม่มีความคิดเห็น,เพิ่มขึ้น,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 14:08:11,ไม่มีแบรนด์,25,5,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ซื้อก่อน จ่ายทีหลังได้","ติ่งฟง, เฮลบูบอย",รสชาติเข้มข้นและก็ถูกปากคนทาน,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้แถมหัวปั๊มขวด,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 14:19:46,ไม่มีแบรนด์,30-40,10,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม)","ติ่งฟง, เฮลบูบอย",รสชาติดีและใช้มานาน,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้แถมฝาปั๊ม,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 15:09:11,ไม่มีแบรนด์,25,10,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม, คุ้นเคยกับร้านค้า","ติ่งฟง, เฮลบูบอย",ติงฟงเป็นเจ้าแรกที่หาซื้อง่ายตามร้านค้าทั่วไป,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,เพิ่มขึ้น,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 15:19:43,ไม่มีแบรนด์,24,15,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,"Makro, Lotus, CJ, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช",ซื้อตามสูตรที่ใช้,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 15:34:23,ไม่มีแบรนด์,30-40,10,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","เฟรชชี่, เฮลบูบอย, Senorita","ทดลองชิม, ลูกค้า (ปากต่อปาก)",ไม่มีความคิดเห็น,ลดลง,เพิ่มขึ้น,ลดลง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้ฝาเป็นในรูปแบบเปิดปิดเหมือนขวดซอสเพราะปัญหาคือเกลียวหวานง่าย,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 15:51:12,ไม่มีแบรนด์,25-35,15,ซื้อยกลัง,60,สั่งกับเซลล์,สั่งกับเซลล์,"ไม่ต้องเดินทาง (Online), ราคาถูก","เฟรชชี่, ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, ลูกค้าถูกปาก",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,อยากให้แถมหัวปั๊ม,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 16:22:44,มีแบรนด์,25,50,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่, Go wholesale","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","เฟรชชี่, ติ่งฟง, เฮลบูบอย, ตรากระต่าย","PC (พนักงานขาย), บรรจุภัณฑ์สวย, ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,อยากให้แถมหัวปั๊มเพิ่มและรูปแบบขวดสวยงามกะทัดรัดใช้งานง่ายและอยากให้เพิ่มเนื้อผลไม้ในน้ำให้มากกว่านี้,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 16:32:40,ไม่มีแบรนด์,25-30,15,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,"Big C, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, อิมพีเรียล","ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,
5/10/2024 16:45:37,ไม่มีแบรนด์,25,30,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม",ติ่งฟง,"ทดลองชิม, ",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เน้นราคาถูกให้มากกว่านี้,5 บางนา สมุทรปราการ,,,,,,,,,,,,,,,,,,,,,